sxn,txndate,ranking,doughnut,plainbrownie,moltenlava,chickenbread,chickenpatties,pastry,cardamomtea,coffee,chickenpizzal,cheesepizzal,zingerburger,chickenburger,chickenpiece,chickenparatharoll,frenchfries,pizzam,pizzas,shawarma
8140,11/9/23,O,0,1,0,1,1,0,0,1,1,0,0,0,0,0,0,0,1,0
8141,11/9/23,Se,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
8142,11/9/23,Se,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0
8143,11/9/23,H,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8144,11/9/23,S,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8145,11/9/23,O,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1
8146,11/9/23,Se,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1
8147,11/9/23,Se,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0
8148,11/9/23,Se,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
8149,11/9/23,O,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1
8150,11/9/23,O,1,0,0,0,0,0,0,1,0,1,0,1,1,0,1,0,0,0
8151,11/9/23,H,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
8152,11/9/23,S,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0
8153,11/10/23,O,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0
8154,11/10/23,Se,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
8155,11/10/23,H,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
8156,11/10/23,S,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
8157,11/10/23,S,0,0,0,1,1,1,1,0,0,0,0,0,0,0,1,1,0,0
8158,11/10/23,O,0,0,1,1,1,0,0,0,0,1,0,1,1,0,1,0,1,0
8159,11/10/23,O,1,0,0,0,0,0,1,0,1,1,0,0,1,1,0,1,1,0
8160,11/10/23,S,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0
8161,11/10/23,Se,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8162,11/10/23,S,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
8163,11/10/23,H,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8164,11/10/23,Se,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
8165,11/10/23,H,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
8166,11/10/23,H,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8167,11/10/23,O,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0
8168,11/10/23,Se,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
8169,11/10/23,O,0,0,0,1,0,1,0,1,1,0,0,0,0,0,1,0,0,0
8170,11/10/23,O,1,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0
8171,11/10/23,O,1,1,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0
8172,11/10/23,S,0,0,0,1,1,0,1,1,0,0,1,1,0,0,0,1,0,0
8173,11/10/23,S,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,1,1,0
8174,11/10/23,H,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
8175,11/10/23,Se,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8176,11/10/23,H,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8177,11/10/23,H,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0
8178,11/10/23,S,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
8179,11/10/23,Se,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8180,11/10/23,S,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
8181,11/10/23,O,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,1,0,1
8182,11/10/23,Se,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8183,11/10/23,H,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
8184,11/11/23,O,0,0,0,1,0,1,1,1,0,1,1,0,0,0,1,1,0,0
8185,11/11/23,S,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
8186,11/11/23,Se,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
8187,11/11/23,H,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
8188,11/11/23,O,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,1,1
8189,11/11/23,H,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1
8190,11/11/23,H,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
8191,11/11/23,S,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0
8192,11/11/23,H,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
8193,11/11/23,H,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
8194,11/11/23,Se,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8195,11/11/23,H,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1
8196,11/11/23,O,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1,1
8197,11/11/23,Se,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0
8198,11/11/23,S,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,1
8199,11/11/23,S,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,1,0
8200,11/11/23,H,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
8201,11/11/23,O,0,1,0,0,1,0,1,1,0,0,1,1,1,0,0,0,0,0
8202,11/11/23,S,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0
8203,11/11/23,O,0,1,0,0,0,1,1,1,0,0,0,1,0,1,1,0,0,0
8204,11/11/23,O,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0
8205,11/11/23,S,1,0,1,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0
8206,11/11/23,O,0,0,0,0,0,0,1,0,1,1,1,0,0,1,0,0,1,0
8207,11/11/23,H,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
8208,11/11/23,S,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
8209,11/11/23,H,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8210,11/11/23,O,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
8211,11/11/23,S,0,1,1,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0
8212,11/11/23,S,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0
8213,11/11/23,O,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1
8214,11/11/23,Se,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
8215,11/11/23,H,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
8216,11/11/23,H,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
8217,11/11/23,O,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0
8218,11/11/23,S,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
8219,11/11/23,S,0,0,0,1,0,1,1,0,0,1,0,1,0,0,0,0,0,1
8220,11/11/23,S,1,0,0,1,1,1,0,1,0,0,1,0,0,0,0,0,0,0
8221,11/11/23,S,0,1,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0
8222,11/11/23,Se,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8223,11/12/23,O,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0
8224,11/12/23,H,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8225,11/12/23,S,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0
8226,11/12/23,Se,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8227,11/12/23,H,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
8228,11/12/23,Se,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8229,11/12/23,O,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0
8230,11/12/23,S,0,0,0,1,1,0,0,0,1,1,0,1,0,0,0,0,0,0
8231,11/12/23,H,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0,0
8232,11/12/23,Se,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8233,11/12/23,O,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0
8234,11/12/23,H,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
8235,11/12/23,S,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1
8236,11/12/23,O,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0
8237,11/12/23,Se,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8238,11/12/23,Se,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8239,11/12/23,Se,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8240,11/12/23,Se,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
8241,11/12/23,H,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
8242,11/12/23,O,0,1,0,1,0,1,1,1,1,0,0,0,0,0,1,0,1,1
8243,11/12/23,O,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1
8244,11/12/23,O,1,1,0,0,1,1,1,1,1,0,0,0,1,0,0,0,0,1
8245,11/12/23,S,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1
8246,11/12/23,S,1,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0
8247,11/12/23,Se,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
8248,11/12/23,O,0,0,1,1,1,1,0,0,1,0,1,0,0,0,0,0,1,0
8249,11/12/23,Se,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8250,11/12/23,S,0,1,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0
8251,11/12/23,O,0,0,0,1,1,0,1,0,0,0,0,1,0,1,0,0,0,1
8252,11/12/23,S,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
8253,11/12/23,H,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
8254,11/12/23,H,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0
8255,11/12/23,Se,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8256,11/12/23,S,1,0,0,0,1,0,1,0,0,1,0,1,0,0,1,0,0,0
8257,11/12/23,O,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,1
8258,11/12/23,Se,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8259,11/12/23,S,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
8260,11/13/23,S,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
8261,11/13/23,Se,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
8262,11/13/23,H,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
8263,11/13/23,Se,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
8264,11/13/23,O,1,0,0,0,1,1,1,1,0,1,0,0,0,0,0,0,0,0
8265,11/13/23,O,0,0,0,0,0,1,0,1,0,0,0,1,0,1,1,1,0,1
8266,11/13/23,H,0,0,1,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0
8267,11/13/23,Se,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
8268,11/13/23,S,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1
8269,11/13/23,S,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0
8270,11/13/23,O,0,0,1,1,0,0,1,1,0,0,0,0,0,1,0,0,1,0
8271,11/13/23,O,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0
8272,11/13/23,S,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
8273,11/13/23,O,0,0,1,0,1,0,0,0,0,0,0,1,0,1,1,0,0,0
8274,11/13/23,S,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0
8275,11/13/23,H,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
8276,11/13/23,Se,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8277,11/13/23,O,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,1
8278,11/13/23,H,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
8279,11/13/23,O,0,1,0,0,0,0,1,0,1,0,0,1,1,0,0,0,1,1
8280,11/13/23,Se,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
8281,11/13/23,H,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
8282,11/13/23,H,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
8283,11/13/23,O,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0
8284,11/13/23,O,0,1,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0
8285,11/13/23,H,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8286,11/13/23,O,0,0,0,1,1,1,0,1,1,0,0,1,0,1,0,0,0,0
8287,11/13/23,Se,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0
8288,11/13/23,H,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
8289,11/13/23,H,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
8290,11/14/23,H,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0
8291,11/14/23,O,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,1,1,1
8292,11/14/23,Se,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
8293,11/14/23,S,0,0,0,0,1,0,0,1,0,1,1,0,1,0,0,0,0,0
8294,11/14/23,H,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
8295,11/14/23,O,0,0,1,0,0,1,0,0,0,1,1,0,0,0,1,1,0,0
8296,11/14/23,O,0,0,1,0,1,1,1,0,0,1,0,1,0,0,1,0,0,0
8297,11/14/23,H,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0
8298,11/14/23,S,0,0,1,1,0,0,0,1,1,0,1,1,0,0,0,0,0,0
8299,11/14/23,H,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
8300,11/14/23,Se,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
8301,11/14/23,S,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
8302,11/14/23,Se,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
8303,11/14/23,H,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
8304,11/14/23,S,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8305,11/14/23,S,1,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,1,0
8306,11/14/23,Se,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8307,11/14/23,S,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0
8308,11/14/23,H,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
8309,11/14/23,H,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
8310,11/14/23,S,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0
8311,11/14/23,S,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
8312,11/14/23,O,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0
8313,11/14/23,S,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1
8314,11/14/23,S,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
8315,11/14/23,Se,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
8316,11/14/23,H,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
8317,11/14/23,H,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
8318,11/14/23,O,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0
8319,11/14/23,O,0,0,0,1,0,0,1,0,1,0,0,0,1,1,1,0,0,1
8320,11/14/23,Se,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
8321,11/14/23,Se,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
8322,11/14/23,Se,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
8323,11/15/23,H,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
8324,11/15/23,O,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
8325,11/15/23,Se,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
8326,11/15/23,S,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,1
8327,11/15/23,Se,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
8328,11/15/23,Se,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8329,11/15/23,H,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
8330,11/15/23,H,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
8331,11/15/23,H,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
8332,11/15/23,H,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
8333,11/15/23,S,1,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0
8334,11/15/23,O,1,0,0,0,1,1,1,0,0,1,1,1,0,1,0,0,1,0
8335,11/15/23,H,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1
8336,11/15/23,Se,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
8337,11/15/23,O,0,0,0,0,1,0,1,1,0,1,1,1,0,0,1,0,0,1
8338,11/15/23,O,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,1,0,0
8339,11/15/23,S,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
8340,11/15/23,S,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
8341,11/15/23,O,0,1,1,1,0,1,0,0,1,0,1,0,0,0,1,1,1,0
8342,11/15/23,H,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8343,11/15/23,O,1,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0
8344,11/15/23,S,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
8345,11/15/23,H,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
8346,11/15/23,Se,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8347,11/15/23,O,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,1,1
8348,11/15/23,H,1,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1
8349,11/15/23,O,0,1,0,0,1,1,0,1,0,0,0,0,0,0,1,0,0,1
8350,11/15/23,H,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0
8351,11/15/23,H,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
8352,11/15/23,S,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0
8353,11/15/23,Se,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8354,11/15/23,O,0,0,0,0,1,1,1,0,1,0,0,0,0,0,1,0,0,0
8355,11/15/23,Se,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8356,11/15/23,S,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
8357,11/15/23,S,0,0,0,1,1,0,1,0,0,0,0,1,1,0,0,0,0,0
8358,11/15/23,O,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0
8359,11/15/23,Se,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8360,11/15/23,S,0,1,1,0,0,0,1,1,1,0,0,1,1,0,0,0,0,0
8361,11/15/23,H,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
8362,11/15/23,H,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
8363,11/16/23,S,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0
8364,11/16/23,S,0,1,0,1,0,0,1,0,1,1,0,0,0,0,1,0,0,0
8365,11/16/23,S,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
8366,11/16/23,O,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0
8367,11/16/23,Se,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
8368,11/16/23,Se,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8369,11/16/23,H,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8370,11/16/23,H,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
8371,11/16/23,H,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
8372,11/16/23,S,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0
8373,11/16/23,Se,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
8374,11/16/23,Se,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8375,11/16/23,Se,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
8376,11/16/23,Se,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
8377,11/16/23,Se,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
8378,11/16/23,Se,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1
8379,11/16/23,Se,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8380,11/16/23,S,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0
8381,11/16/23,Se,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8382,11/16/23,O,1,0,1,0,1,1,0,1,0,1,0,0,1,1,0,0,1,0
8383,11/16/23,H,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8384,11/16/23,Se,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8385,11/16/23,O,1,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0
8386,11/16/23,Se,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8387,11/16/23,S,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0
8388,11/16/23,Se,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8389,11/16/23,O,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1
8390,11/16/23,Se,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
8391,11/16/23,Se,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8392,11/16/23,O,0,1,0,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0
8393,11/16/23,H,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0
8394,11/17/23,Se,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
8395,11/17/23,O,0,0,0,0,0,1,1,0,0,0,1,1,0,1,0,0,0,0
8396,11/17/23,S,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,1,0
8397,11/17/23,O,0,0,1,0,0,1,1,0,0,1,1,1,0,0,1,0,1,0
8398,11/17/23,H,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1
8399,11/17/23,O,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1
8400,11/17/23,O,0,0,1,1,0,1,1,1,1,0,0,1,1,0,1,0,0,0
8401,11/17/23,S,1,0,0,0,0,1,1,1,0,1,0,1,0,1,0,0,0,0
8402,11/17/23,Se,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
8403,11/17/23,O,0,0,0,1,1,1,0,1,0,0,0,0,0,1,1,1,1,0
8404,11/17/23,H,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0
8405,11/17/23,S,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1
8406,11/17/23,S,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0
8407,11/17/23,O,0,1,1,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0
8408,11/17/23,Se,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
8409,11/17/23,H,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8410,11/17/23,S,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0
8411,11/17/23,S,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1
8412,11/17/23,S,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0
8413,11/17/23,Se,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
8414,11/17/23,O,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
8415,11/17/23,S,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0
8416,11/17/23,O,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0
8417,11/17/23,Se,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
8418,11/17/23,H,0,0,1,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0
8419,11/17/23,S,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
8420,11/17/23,Se,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
8421,11/17/23,O,1,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0
8422,11/17/23,Se,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
8423,11/17/23,S,1,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0
8424,11/18/23,O,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1
8425,11/18/23,S,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
8426,11/18/23,S,0,1,1,0,0,1,0,1,0,0,0,1,1,0,0,0,1,1
8427,11/18/23,H,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
8428,11/18/23,H,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8429,11/18/23,O,0,0,0,0,0,0,1,1,0,1,1,1,0,0,1,0,0,1
8430,11/18/23,H,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8431,11/18/23,H,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8432,11/18/23,S,1,1,1,1,0,1,0,0,0,0,1,0,0,0,1,1,0,1
